GEOID,E_TOTPOP,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
37125950402,4065,0.3348,0.3271,0.4369,0.7755,0.4875
37125950403,2242,0.2777,0.4218,0.3421,0.9875,0.6133
37125950404,2811,0.464,0.1795,0.179,0.0492,0.1428
37125950503,2810,0.7379,0.6036,0.4777,0.3874,0.6284
37125950504,3668,0.2004,0.9122,0.4301,0.1238,0.3205
37125950505,857,0.9189,0.8963,0.5665,0.6051,0.8678
37125950506,7045,0.1235,0.2552,0.199,0.0189,0.0432
37125950507,4237,0.4511,0.8232,0.364,0.3309,0.5159
37125950601,3832,0.053,0.145,0.122,0.4854,0.1189
37125950603,4169,0.3708,0.6115,0.506,0.7338,0.5807
37125950604,3890,0.1277,0.4411,0.1394,0.0409,0.075
37125950702,3026,0.1155,0.3643,0.0593,0.6838,0.2587
37125950703,2700,0.2314,0.4317,0.2066,0.0261,0.0996
37125950704,2702,0.1451,0.4131,0.2345,0.1382,0.136
37125950801,6170,0.489,0.5256,0.5502,0.7512,0.6322
37125950802,4000,0.4936,0.6986,0.1952,0.9557,0.7114
37125950900,2294,0.3807,0.5475,0.4215,0.5521,0.4814
37125951001,4031,0.0826,0.4922,0.2931,0.4824,0.2394
37125951002,1114,0.1947,0.3646,0.1605,0.0837,0.1125
37125951101,3812,0.1557,0.1068,0.2625,0.4407,0.1602
37125951102,5820,0.5485,0.5884,0.5068,0.398,0.539
37125951200,5069,0.3163,0.7611,0.5869,0.5153,0.5352
37127010200,4421,0.9398,0.602,0.8784,0.9337,0.9242
37127010301,3159,0.7413,0.5869,0.8995,0.9409,0.8424
37127010302,2816,0.3951,0.0523,0.7406,0.3427,0.2754
37127010400,3487,0.9735,0.5278,0.9286,0.8701,0.9242
37127010503,2225,0.3788,0.5895,0.6545,0.4934,0.5125
37127010504,4919,0.4852,0.6267,0.6775,0.6183,0.6258
37127010505,3121,0.439,0.7096,0.8546,0.3768,0.5682
37127010506,4821,0.403,0.3131,0.8335,0.6604,0.5371
37127010601,2498,0.4924,0.7281,0.7998,0.4926,0.6367
37127010603,2577,0.7277,0.1795,0.81,0.6683,0.6447
37127010604,3581,0.6716,0.5543,0.827,0.6929,0.7182
37127010700,2983,0.7602,0.7471,0.892,0.855,0.8519
37127010801,1197,0.8689,0.2045,0.7557,0.2988,0.6023
37127010802,5859,0.086,0.0844,0.2753,0.1511,0.0595
37127010900,5024,0.8686,0.9784,0.7375,0.7588,0.9254
37127011000,4863,0.7754,0.8129,0.7881,0.5774,0.7803
37127011101,6118,0.3125,0.1405,0.6458,0.5986,0.3739
37127011103,5735,0.4295,0.5846,0.8093,0.9462,0.728
37127011104,2624,0.478,0.4309,0.5529,0.6452,0.5576
37127011201,3308,0.3129,0.4665,0.5117,0.2226,0.3083
37127011202,2854,0.203,0.248,0.0963,0.2688,0.1625
37127011300,5310,0.7587,0.7963,0.6571,0.7622,0.8061
37127011400,4367,0.5621,0.4188,0.5317,0.7107,0.6102
37127011501,2921,0.9326,0.7815,0.7115,0.5714,0.847
37127011502,4227,0.7348,0.6501,0.6624,0.6077,0.7254
37129010100,2082,0.758,0.2473,0.7073,0.8671,0.7299
37129010200,3928,0.8822,0.3949,0.7247,0.454,0.7053
37129010300,5979,0.9038,0.6725,0.8346,0.83,0.8905
37129010400,2883,0.292,0.4449,0.2035,0.3715,0.3027
37129010501,3797,0.8591,0.1465,0.6741,0.6009,0.6629
37129010503,1877,0.775,0.0136,0.7217,0.4472,0.3943
37129010504,6511,0.6758,0.0598,0.4264,0.741,0.5136
37129010600,4054,0.2451,0.3306,0.1767,0.5812,0.3186
37129010700,4306,0.9489,0.9928,0.7545,0.9712,0.9939
37129010800,2809,0.972,0.95,0.8233,0.8584,0.9731
37129010900,1840,0.4432,0.0121,0.0465,0.4778,0.1545
37129011000,2190,0.7576,0.6558,0.7817,0.5559,0.7307
37129011100,2623,0.9284,0.9394,0.9513,0.3927,0.8799
37129011200,1610,0.7186,0.0935,0.628,0.4468,0.4788
37129011300,2163,0.6292,0.1897,0.3403,0.9103,0.6386
37129011400,1915,0.8038,0.6198,0.815,0.671,0.775
37129011501,2840,0.9379,0.0352,0.2791,0.983,0.7451
37129011502,5637,0.7011,0.0167,0.2115,0.7149,0.3864
37129011503,3814,0.6633,0.646,0.5804,0.5827,0.6742
37129011504,4644,0.5193,0.6441,0.3421,0.2321,0.4432
37129011605,5346,0.5136,0.7989,0.619,0.295,0.5648
37129011606,4431,0.4072,0.3862,0.3123,0.276,0.3258
37129011608,6703,0.1617,0.2923,0.3214,0.206,0.1572
37129011609,5739,0.8045,0.1367,0.2832,0.4298,0.4985
37129011610,4750,0.8527,0.0716,0.6167,0.9996,0.8235
37129011611,5907,0.5511,0.627,0.5087,0.3264,0.5205
37129011612,5808,0.3136,0.011,0.3478,0.0894,0.0508
37129011701,4917,0.1364,0.4778,0.2296,0.7902,0.3822
37129011703,4454,0.1727,0.0897,0.0876,0.1359,0.0689
37129011705,10161,0.0939,0.468,0.1276,0.1484,0.1167
37129011800,2899,0.078,0.0504,0.0208,0.337,0.0636
37129011904,3018,0.2038,0.086,0.0098,0.4101,0.1394
37129011905,2163,0.5625,0.3434,0.0253,0.064,0.2098
37129011906,2995,0.5258,0.0102,0.2523,0.5222,0.214
37129012004,3811,0.0928,0.3832,0.122,0.1193,0.0924
37129012006,4001,0.3955,0.4729,0.1363,0.4385,0.3837
37129012007,6476,0.5636,0.518,0.2651,0.7467,0.614
37129012008,6923,0.5455,0.5668,0.4181,0.8164,0.6621
37129012009,6970,0.2754,0.2374,0.1465,0.1889,0.1693
37129012010,5134,0.1136,0.1144,0.219,0.0102,0.0205
37129012011,4280,0.247,0.7891,0.2776,0.2166,0.3307
37129012012,2041,0.0693,0.1087,0.0204,0.086,0.0322
37129012103,4679,0.2125,0.4199,0.122,0.1802,0.1735
37129012106,7159,0.3053,0.2026,0.2066,0.209,0.1867
37129012107,4651,0.3004,0.5918,0.1843,0.0201,0.1341
37129012108,3554,0.3803,0.29,0.1605,0.1901,0.2307
37129012109,4545,0.0409,0.0666,0.0627,0.1552,0.033
37129012110,4631,0.5352,0.5767,0.2625,0.3131,0.4496
37129012111,5081,0.2689,0.1454,0.2149,0.2382,0.1667
37129012201,2967,0.3057,0.0689,0.0963,0.2363,0.133
37129012202,3702,0.6424,0.0655,0.0684,0.1598,0.2174
37129012203,2313,0.0739,0.0299,0.0166,0.0882,0.0136
37129012300,8423,0.1826,0.1587,0.1843,0.4866,0.2027
37129980100,0,NA,NA,NA,NA,NA
37131920101,1463,0.7765,0.73,0.7685,0.5456,0.7504
37131920102,910,0.75,0.4165,0.3346,0.0443,0.3386
37131920103,1791,0.336,0.2257,0.466,0.2704,0.267
37131920201,906,0.8951,0.6505,0.8406,0.8239,0.8833
37131920202,2210,0.6216,0.8618,0.7772,0.8485,0.8121
37131920301,1620,0.9614,0.6259,0.9709,0.6551,0.8871
37131920302,1440,0.8485,0.5036,0.9154,0.3809,0.7125
37131920303,2057,0.5648,0.0996,0.8984,0.5585,0.492
37131920401,3387,0.8947,0.7615,0.8588,0.7857,0.8939
37131920402,1744,0.4572,0.1056,0.6023,0.3347,0.3167
37133000103,6535,0.475,0.6407,0.5211,0.6161,0.5992
37133000104,3156,0.2792,0.4063,0.1605,0.2787,0.2458
37133000105,7042,0.4458,0.6433,0.21,0.476,0.4795
37133000203,5338,0.4239,0.0587,0.386,0.2211,0.1989
37133000204,5460,0.6318,0.5047,0.4063,0.2775,0.4837
37133000205,6965,0.4629,0.6164,0.5023,0.6918,0.6098
37133000206,3904,0.117,0.3374,0.2625,0.0655,0.0822
37133000207,3353,0.5803,0.5892,0.4063,0.3154,0.4992
37133000303,2593,0.8015,0.4067,0.1054,0.6585,0.6436
37133000304,3513,0.628,0.1764,0.469,0.7327,0.5667
37133000305,2517,0.7148,0.2215,0.3191,0.0765,0.2985
37133000306,7177,0.5496,0.755,0.5,0.1098,0.4394
37133000401,9339,0.3254,0.1814,0.1979,0.4343,0.2655
37133000403,1082,0.3939,0.1416,0.0578,0.3578,0.2424
37133000404,997,0.6174,0.1602,0.3134,0.1537,0.2924
37133000405,7590,0.178,0.1746,0.2855,0.3033,0.164
37133000500,1813,0.3265,0,0.7791,0.3643,0.1034
37133000600,11140,0,8e-4,0.7024,0.0818,4e-4
37133000700,6556,0.3852,0.3529,0.6254,0.134,0.2848
37133000800,1166,0.7447,0.067,0.3539,0.047,0.2117
37133000901,988,0.6788,0.0356,0.5642,0.011,0.1261
37133000902,5853,0.6265,0.1409,0.6023,0.078,0.2682
37133001000,5926,0.2708,0.0201,0.6707,0.7645,0.2765
37133001101,5213,0.5155,0.8769,0.5502,0.4165,0.6326
37133001102,4819,0.7652,0.6236,0.5415,0.8633,0.7898
37133001201,3497,0.5015,0.5293,0.5544,0.0553,0.2973
37133001202,7322,0.2606,0.5513,0.6458,0.2215,0.3239
37133001301,3952,0.8617,0.1333,0.6057,0.5233,0.6295
37133001302,2968,0.7333,0.1783,0.7745,0.148,0.4314
37133001303,1977,0.2152,0.6062,0.7194,0.1075,0.2496
37133001304,9118,0.9087,0.49,0.7474,0.6316,0.7917
37133001400,3968,0.4261,0.8754,0.3731,0.0212,0.2909
37133001500,2500,0.9265,0.8436,0.7825,0.9258,0.9428
37133001700,2173,0.6087,0.7758,0.628,0.5619,0.6883
37133001800,1944,0.414,0.3184,0.5597,0.4029,0.4042
37133002100,5639,0.4701,0.7088,0.6005,0.0875,0.383
37133002201,3990,0.6485,0.4089,0.6707,0.3692,0.5504
37133002202,4098,0.8564,0.5816,0.7194,0.585,0.7652
37133002300,4974,0.5754,0.6202,0.5245,0.5339,0.6072
37133002400,7734,0.5489,0.8758,0.7406,0.5532,0.7045
37133002500,3501,0.8133,0.5259,0.307,0.2393,0.5614
37133002600,2833,0.9769,0.9485,0.8289,0.989,0.9958
37133002801,2566,0.4754,0.8417,0.0279,0.0345,0.2674
37133002802,2375,0.7477,0.5339,0.4475,0.0341,0.3674
37133002803,6522,0.4394,0.465,0.2998,0.5517,0.4648
37135010701,2261,0.4042,0.7425,0.6631,0.1295,0.4121
37135010705,4504,0.3515,0.047,0.2912,0.5596,0.2542
37135010706,3479,0.0383,0.1889,0.3678,0.0375,0.0326
37135010707,2712,0.5091,0.1223,0.5695,0.8777,0.5655
37135010708,3367,0.4761,0.3321,0.8289,0.7493,0.6125
37135010709,1809,0.5095,0.0307,0.375,0.3983,0.2553
37135010710,3116,0.1746,0.2688,0.2983,0.1814,0.1447
37135010802,4599,0.0932,0.1268,0.2326,0.1924,0.0814
37135010803,3164,0.1629,0.6509,0.523,0.2124,0.2712
37135010804,2118,0.3636,0.284,0.5317,0.8925,0.5636
37135010902,6404,0.678,0.5528,0.5544,0.93,0.7689
37135010903,2650,0.0659,0.0988,0.3134,0.0909,0.0424
37135010904,3712,0.4008,0.2995,0.4569,0.3003,0.333
37135011001,5053,0.0348,0.3896,0.2998,0.1204,0.0795
37135011002,4267,0.2159,0.2969,0.4381,0.9493,0.4966
37135011103,3342,0.4898,0.83,0.6499,0.3529,0.5924
37135011104,1705,0.2292,0.5115,0.2651,0.1321,0.1951
37135011105,3532,0.3477,0.1727,0.3044,0.1605,0.1905
37135011106,2415,0.3424,0.1083,0.1952,0.3453,0.2125
37135011107,4958,0.3193,0.8997,0.5211,0.8607,0.7008
37135011204,3332,0.0485,0.3048,0.3214,0.1791,0.0947
37135011206,3640,0.1068,0.5581,0.7217,0.4585,0.3277
37135011207,4375,0.136,0.5078,0.5982,0.8273,0.461
37135011208,5501,0.1318,0.4267,0.6499,0.2514,0.2318
37135011209,3459,0.2027,0.0678,0.435,0.1329,0.0985
37135011210,3603,0.3985,0.5687,0.3191,0.2874,0.3848
37135011211,2170,0.483,0.1155,0.0944,0.117,0.1689
37135011300,2750,0.8818,0.0235,0.5597,0.5683,0.5269
37135011400,3754,0.4894,0.0114,0.5287,0.7001,0.3053
37135011500,2042,0.1436,0.298,0.4271,0.482,0.2489
37135011601,2134,0.2167,0.0034,0.5174,0.3639,0.0739
37135011602,6813,0.4189,0.0151,0.5918,0.9958,0.5034
37135011700,5341,0.6545,0.0159,0.4063,0.908,0.4765
37135011800,3136,0.7098,0.4529,0.4162,0.7016,0.6614
37135011902,4572,0.2254,0.4832,0.4615,0.5907,0.4011
37135011903,1974,0.3428,0.7668,0.6873,0.95,0.7277
37135011904,2523,0.1352,0.0451,0.5891,0.6191,0.2008
37135012101,3730,0.7417,0.7917,0.8614,0.9523,0.889
37135012102,1443,0.2705,0.8713,0.3191,0.326,0.4295
37135012103,2536,0.2136,0.3692,0.5211,0.2113,0.2292
37135012201,3533,0.0424,0.3733,0.244,0.3506,0.1367
37135012202,4391,0.2731,0.2382,0.2356,0.3987,0.2519
37137950101,2935,0.3473,0.2098,0.1628,0.2105,0.2049
37137950103,2595,0.6492,0.7402,0.656,0.953,0.8193
37137950104,1088,0.7027,0.3192,0.7647,0.2662,0.5246
37137950202,2305,0.264,0.3608,0.1276,0.0632,0.1201
37137950203,1776,0.5716,0.7827,0.5819,0.2537,0.5625
37137950204,1618,0.5205,0.6634,0.085,0.4256,0.4856
37139960100,1627,0.953,0.8925,0.8346,0.8262,0.9432
37139960200,4772,0.7288,0.2442,0.7859,0.5259,0.6144
37139960300,2801,0.8515,0.9886,0.9751,0.6823,0.9314
37139960400,3830,0.8345,0.5941,0.7708,0.6899,0.7871
37139960501,3251,0.3326,0.5502,0.2753,0.7815,0.5337
37139960502,6323,0.5591,0.7168,0.6046,0.7823,0.7174
37139960503,2253,0.5129,0.6513,0.568,0.1162,0.4125
37139960600,7105,0.1754,0.1624,0.6356,0.6581,0.3197
37139960701,5471,0.3754,0.3056,0.6227,0.2465,0.3242
37139960702,3021,0.4633,0.571,0.3452,0.2946,0.4235
37141920104,3913,0.1095,0.2234,0.0593,0.1871,0.0924
37141920105,2135,0.6379,0.8474,0.5744,0.7577,0.767
37141920106,1719,0.222,0.1568,0.1039,0.1727,0.1193
37141920201,7848,0.147,0.6395,0.1979,0.4097,0.2879
37141920202,9372,0.2235,0.1053,0.1258,0.0931,0.0765
37141920203,5547,0.364,0.4646,0.4109,0.7539,0.5307
37141920204,1992,0.6072,0.4184,0.577,0.8891,0.7019
37141920300,3923,0.786,0.9118,0.5117,0.8686,0.8742
37141920401,2406,0.7981,0.666,0.6159,0.7698,0.7932
37141920402,3662,0.597,0.2317,0.4777,0.9099,0.6527
37141920403,2776,0.5674,0.8126,0.2855,0.875,0.7337
37141920501,4693,0.7508,0.8811,0.7368,0.5017,0.7678
37141920502,1662,0.8057,0.312,0.3807,0.9761,0.7833
37141920601,3109,0.6807,0.4703,0.6741,0.504,0.6307
37141920602,6835,0.517,0.5596,0.4675,0.5979,0.5769
37143920101,3417,0.5792,0.4654,0.5831,0.3699,0.5155
37143920102,3046,0.6504,0.9496,0.4554,0.242,0.6481
37143920201,2786,0.7788,0.7645,0.631,0.9322,0.8667
37143920202,3804,0.2614,0.2571,0.1446,0.507,0.2742
37145920100,6633,0.4996,0.3499,0.5831,0.3336,0.4333
37145920200,6122,0.1606,0.2329,0.2662,0.4919,0.2261
37145920300,6204,0.8727,0.9311,0.7681,0.9527,0.9492
37145920400,3240,0.7708,0.9,0.7508,0.749,0.8496
37145920500,6118,0.3617,0.1859,0.3731,0.4926,0.3375
37145920601,5644,0.4167,0.9504,0.4958,0.6634,0.6936
37145920602,5170,0.2701,0.4748,0.3403,0.2976,0.292
37147000101,2757,0.6799,0.0072,0.2715,0.8474,0.4023
37147000102,3450,0.925,0.1166,0.8312,0.8781,0.7955
37147000201,4817,0.722,0.0659,0.4958,0.8879,0.622
37147000202,2860,0.5102,0.2473,0.5317,0.549,0.4746
37147000301,2732,0.2587,0.5396,0.3017,0.4998,0.3754
37147000303,3081,0.9686,0.0409,0.7965,0.7281,0.7284
37147000304,4467,0.4621,0.412,0.4094,0.2223,0.3515
37147000400,6542,0.4273,0.0091,0.48,0.8845,0.3383
37147000501,5649,0.6042,0.3855,0.5831,0.571,0.5746
37147000503,4373,0.8572,0.0163,0.716,0.6861,0.5549
37147000504,3140,0.7439,0.0216,0.5597,0.3332,0.3337
37147000602,4233,0.7822,0.5505,0.8867,0.8463,0.8117
37147000604,5048,0.4504,0.2859,0.7693,0.5369,0.4917
37147000605,5430,0.8652,0.8807,0.8867,0.9606,0.9455
37147000606,3288,0.4591,0.9042,0.6858,0.5275,0.6659
37147000607,7498,0.2223,0.7437,0.7579,0.5835,0.5265
37147000701,3088,0.8992,0.8516,0.8901,0.8769,0.9303
37147000702,2680,0.9792,0.9216,0.9766,0.914,0.9822
37147000800,2899,0.9617,0.9898,0.9524,0.624,0.9644
37147000901,4951,0.803,0.5267,0.7277,0.8023,0.7879
37147000902,2811,0.8189,0.992,0.7024,0.7963,0.9273
37147001001,2405,0.1712,0.2378,0.3671,0.7448,0.336
37147001002,6475,0.2284,0.5134,0.4026,0.1526,0.2288
37147001003,5345,0.1568,0.2912,0.3157,0.0841,0.1011
37147001100,4842,0.6383,0.8251,0.5034,0.1401,0.5364
37147001200,6736,0.8765,0.8686,0.5823,0.6986,0.8598
37147001301,3743,0.4439,0.4525,0.6484,0.1624,0.3595
37147001302,5870,0.4826,0.1541,0.6586,0.2476,0.3326
37147001304,3761,0.0583,0.3495,0.4675,0.0625,0.0705
37147001305,4019,0.1689,0.1977,0.4936,0.8232,0.3761
37147001402,2522,0.6621,0.8739,0.5869,0.5006,0.711
37147001403,3023,0.4254,0.9156,0.514,0.7278,0.6985
37147001404,1457,0.5818,0.9989,0.9097,0.9905,0.9655
37147001500,3287,0.8288,0.8205,0.7296,0.9193,0.8981
37147001601,4208,0.1833,0.6013,0.4524,0.2435,0.2723
37147001602,4836,0.6402,0.7361,0.7859,0.8349,0.7856
37147001700,3916,0.3333,0.5585,0.6005,0.7141,0.5591
37147001800,6009,0.6973,0.9739,0.7628,0.8928,0.9008
37147001900,2528,0.8227,0.5623,0.5804,0.7024,0.7557
37147002002,4875,0.589,0.7698,0.8032,0.8421,0.7807
37147002003,3935,0.9015,0.9697,0.9381,0.7069,0.9326
37147002004,1610,0.85,0.972,0.8867,0.4888,0.8735
37149920101,3113,0.3117,0.2253,0.364,0.3911,0.289
37149920103,2987,0.183,0.6051,0.0699,0.2488,0.2227
37149920104,3233,0.2977,0.6221,0.1858,0.8822,0.5606
37149920201,2697,0.2943,0.4896,0.3576,0.5399,0.4072
37149920202,1737,0.6231,0.9565,0.1711,0.4578,0.675
37149920301,1007,0.7678,0.621,0.1167,0.5782,0.6515
37149920303,2166,0.3973,0.2582,0.0483,0.451,0.3117
37149920304,2598,0.3561,0.2651,0.1699,0.6937,0.4083
37151030100,4368,0.903,0.9296,0.6786,0.9572,0.9564
37151030201,3195,0.6799,0.9849,0.5491,0.3828,0.7485
37151030202,4775,0.6894,0.6081,0.6023,0.8978,0.7765
37151030301,5989,0.7561,0.891,0.6741,0.8766,0.8742
37151030302,3569,0.992,0.9992,0.8323,0.9565,0.9992
37151030400,5582,0.8917,0.9053,0.7062,0.969,0.9561
37151030502,5197,0.4326,0.9159,0.3376,0.1768,0.4682
37151030503,5143,0.6152,0.858,0.1125,0.5282,0.639
37151030504,5605,0.4216,0.2124,0.0042,0.3271,0.2538
37151030600,6366,0.2788,0.4033,0.2149,0.3521,0.2826
37151030700,6312,0.311,0.8406,0.2281,0.4582,0.4727
37151030803,3471,0.1598,0.5013,0.1699,0.3858,0.2455
37151030804,2521,0.3197,0.2571,0.0019,0.2499,0.2011
37151030805,4206,0.772,0.6058,0.3134,0.298,0.583
37151030806,3008,0.8216,0.6619,0.5789,0.5464,0.7341
37151030900,3854,0.1292,0.192,0.2406,0.0803,0.0686
37151031001,3329,0.7682,0.9705,0.4131,0.8466,0.8788
37151031002,4301,0.7803,0.8932,0.3622,0.2772,0.6792
37151031101,3261,0.8064,0.3453,0.0389,0.4843,0.5595
37151031102,3027,0.789,0.7607,0.372,0.2965,0.6489
37151031200,5602,0.8936,0.7864,0.4131,0.777,0.8504
37151031303,4534,0.4833,0.4328,0.085,0.3067,0.3534
37151031304,4218,0.7129,0.3078,0.1446,0.4309,0.4852
37151031305,4237,0.9572,0.5074,0.2897,0.1602,0.6311
37151031307,3991,0.192,0.2003,0.0566,0.3783,0.172
37151031308,2254,0.4765,0.1473,0.0389,0.5021,0.325
37151031401,5455,0.4477,0.7213,0.2693,0.4638,0.5129
37151031402,3300,0.4409,0.7202,0.48,0.6399,0.6061
37151031501,5769,0.15,0.4991,0.0657,0.128,0.1284
37151031503,2772,0.5527,0.2885,0.514,0.6562,0.5496
37151031504,6006,0.253,0.4775,0.2492,0.0045,0.0841
37151031505,3761,0.1973,0.4676,0.21,0.5865,0.3356
37151031601,4221,0.6678,0.8171,0.3376,0.5097,0.6636
37151031602,1204,0.553,0.7554,0.4181,0.1681,0.4667
37153970100,3780,0.5769,0.426,0.716,0.9568,0.7394
37153970200,4117,0.6564,0.7448,0.6688,0.5471,0.697
37153970300,4333,0.7689,0.7955,0.4109,0.7028,0.7659
37153970400,4302,0.4818,0.532,0.6212,0.0954,0.3432
37153970500,2607,0.811,0.8913,0.7844,0.9118,0.9098
37153970600,4341,0.7837,0.9171,0.713,1,0.9693
37153970700,3015,0.9,0.8156,0.3875,0.6971,0.8303
37153970800,4194,0.9095,0.5805,0.7545,0.4847,0.7705
37153970900,4876,0.6519,0.6089,0.5117,0.465,0.6148
37153971000,3806,0.9064,0.9265,0.7761,0.9667,0.9648
37153971100,3778,0.9076,0.6119,0.6431,0.7088,0.8201
37155960101,3588,0.8973,0.7781,0.8833,0.5513,0.839
37155960102,4517,0.9545,0.9814,0.827,0.9265,0.9826
37155960202,3688,0.908,0.8762,0.966,0.7399,0.9136
37155960203,2660,0.6886,0.3677,0.7791,0.3442,0.5629
37155960204,1657,0.7492,0.9084,0.8433,0.2101,0.7042
37155960301,3271,0.975,0.936,0.9434,0.9701,0.9909
37155960302,2489,0.836,0.8728,0.9252,0.8576,0.9091
37155960402,3781,0.8833,0.9375,0.9868,0.727,0.9208
37155960403,2855,0.9295,0.4847,0.9804,0.9833,0.9341
37155960404,3322,0.3318,0.5744,0.9906,0.7546,0.6402
37155960501,2739,0.7095,0.7785,0.9872,0.891,0.8644
37155960502,4710,0.7545,0.0837,0.9143,0.9989,0.8129
37155960503,1665,0.742,0.7448,0.986,0.5123,0.7564
37155960601,4158,0.8534,0.8042,0.9709,0.7395,0.8803
37155960602,1475,0.853,0.1178,0.9573,0.1882,0.5292
37155960701,5563,0.7193,0.635,0.9203,0.9228,0.8402
37155960702,2607,0.7398,0.9144,0.9037,0.652,0.8288
37155960801,3089,0.9409,0.8944,0.96,0.9977,0.9928
37155960802,1247,0.9697,0.9307,0.9766,0.6437,0.9402
37155960900,1880,0.7273,0.9387,0.7508,0.2336,0.708
37155961000,1932,0.9477,0.8285,0.8418,0.5104,0.872
37155961100,2150,0.9803,0.9799,0.9173,0.9477,0.9955
37155961200,2941,0.9027,0.9879,0.7772,0.8815,0.9689
37155961301,4080,0.2739,0.3033,0.6926,0.8883,0.542
37155961302,4878,0.8583,0.8883,0.7832,0.9655,0.9394
37155961400,3444,0.4545,0.4419,0.6431,0.2919,0.4277
37155961500,5234,0.7939,0.7849,0.7723,0.5422,0.7727
37155961601,4195,0.6826,0.5157,0.7319,0.6872,0.703
37155961602,2819,0.7833,0.4604,0.7051,0.7376,0.7386
37155961700,4850,0.9167,0.788,0.872,0.9443,0.9413
37155961801,4276,0.9091,0.8031,0.994,0.8179,0.9216
37155961802,5331,0.8773,0.7334,0.9581,0.5914,0.8379
37155961900,4492,0.8519,0.8016,0.892,0.8959,0.9083
37155962001,3127,0.9515,0.8451,0.9721,0.9269,0.9667
37155962002,2863,0.9367,0.677,0.9554,0.4665,0.8258
37157040101,3986,0.5682,0.1893,0.375,0.5142,0.4439
37157040102,2179,0.5848,0.6126,0.2372,0.2995,0.4723
37157040200,3554,0.8701,0.4979,0.5891,0.5108,0.7201
37157040300,3765,0.5636,0.7569,0.4301,0.9148,0.7523
37157040400,6033,0.6455,0.3824,0.6231,0.9459,0.7348
37157040501,3605,0.9072,0.9913,0.4505,0.6884,0.9178
37157040502,3133,0.5466,0.8667,0.3875,0.5869,0.667
37157040601,4219,0.5167,0.4332,0.2557,0.6285,0.522
37157040602,4251,0.6549,0.6676,0.369,0.6694,0.6761
37157040700,4074,0.325,0.5093,0.1628,0.7558,0.4803
37157040800,1691,0.6629,0.4279,0.5189,0.3162,0.5114
37157040900,2550,0.9008,0.6475,0.236,0.4741,0.7197
37157041001,7008,0.6371,0.7793,0.3493,0.6816,0.6973
37157041002,6080,0.6841,0.5112,0.2149,0.5187,0.5708
37157041100,6371,0.2682,0.6289,0.375,0.2609,0.3246
37157041200,4442,0.9254,0.9114,0.7908,0.7357,0.9182
37157041300,5689,0.7591,0.6092,0.6469,0.9307,0.8182
37157041400,2987,0.95,0.8175,0.6937,0.8307,0.9223
37157041501,1443,0.4648,0.3025,0.3924,0.1878,0.3011
37157041502,6401,0.7864,0.9246,0.6125,0.8788,0.8894
37157041601,3532,0.1939,0.198,0.21,0.5593,0.2451
37157041602,4216,0.5152,0.2654,0.219,0.44,0.392
37159050201,4200,0.5239,0.9341,0.716,0.3794,0.6689
37159050202,5685,0.586,0.975,0.614,0.9621,0.8848
37159050300,4050,0.689,0.8675,0.682,0.9231,0.8606
37159050400,2945,0.9773,0.9137,0.9483,0.9451,0.9841
37159050500,3872,0.3451,0.0697,0.5264,0.1927,0.1818
37159050700,3478,0.8439,0.3302,0.5468,0.529,0.6617
37159050800,2497,0.7716,0.8398,0.912,0.8944,0.8909
37159050901,4901,0.728,0.6994,0.1258,0.5115,0.6375
37159050903,6178,0.2795,0.2037,0.1088,0.153,0.1432
37159050904,2986,0.4481,0.2711,0.0279,0.4517,0.3348
37159051001,7318,0.528,0.454,0.0627,0.847,0.5902
37159051002,6817,0.2106,0.7266,0.0506,0.3468,0.3076
37159051101,6993,0.4867,0.5203,0.1903,0.1518,0.3223
37159051102,2853,0.4027,0.5986,0.1276,0.4396,0.422
37159051201,6432,0.7117,0.4093,0.6337,0.713,0.6864
37159051202,3439,0.7742,0.6482,0.7092,0.7955,0.7989
37159051204,4759,0.6095,0.8985,0.6873,0.9281,0.8428
37159051301,2134,0.3508,0.6297,0.2855,0.8652,0.6019
37159051302,5257,0.4689,0.5877,0.3977,0.1287,0.347
37159051303,5904,0.6693,0.8213,0.6658,0.8538,0.808
37159051400,7620,0.4788,0.7187,0.3512,0.8747,0.6913
37159051501,4947,0.886,0.5967,0.6375,0.4604,0.739
37159051502,3685,0.7739,0.5873,0.2912,0.524,0.6542
37159051600,6605,0.4985,0.8092,0.5374,0.3813,0.5822
37159051700,7993,0.7693,0.6543,0.5363,0.6138,0.7258
37159051801,4523,0.742,0.6948,0.1567,0.7459,0.7152
37159051802,4914,0.4443,0.437,0.2492,0.5403,0.4485
37159051901,4793,0.4606,0.4566,0.2326,0.2794,0.3617
37159051903,2554,0.3072,0.6176,0.3557,0.3832,0.3913
37159051904,3853,0.6511,0.8588,0.5287,0.5305,0.7038
37159052000,2882,0.8576,0.9572,0.7474,0.9549,0.9538
37161960101,1168,0.1633,0.0947,0,0.791,0.2337
37161960102,2248,0.4197,0.2787,0.1843,0.7739,0.4693
37161960103,2182,0.2409,0.4468,0.017,0.7989,0.4148
37161960201,4231,0.458,0.6134,0.037,0.184,0.3261
37161960202,1302,0.4277,0.1685,0.0264,0.2488,0.2212
37161960203,1218,0.2667,0.2427,0.1526,0.2279,0.1822
37161960301,1503,0.3189,0.6566,0.1567,0.039,0.1814
37161960302,1413,0.3902,0.2836,0.0657,0.192,0.2197
