GEOID,E_TOTPOP,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
37071030504,1404,0.2447,0.0549,0.0944,0.3211,0.1242
37071030601,2473,0.4655,0.3665,0.0903,0.7243,0.4822
37071030602,2617,0.6848,0.2889,0.1103,0.5543,0.5064
37071030700,3513,0.278,0.66,0.2017,0.4476,0.3875
37071030801,1748,0.7159,0.2397,0.0797,0.1197,0.3098
37071030802,3928,0.7595,0.2461,0.3274,0.6096,0.589
37071030901,2819,0.5977,0.6562,0.5415,0.5032,0.6239
37071030902,4810,0.6833,0.8364,0.8259,0.5895,0.7633
37071031001,2761,0.8451,0.6626,0.5725,0.7429,0.8011
37071031004,2915,0.7648,0.9595,0.3924,0.4229,0.7455
37071031005,2453,0.3686,0.2211,0.2149,0.2957,0.2557
37071031006,1627,0.1625,0.5793,0.1314,0.0515,0.1121
37071031101,3023,0.5212,0.7543,0.4592,0.2344,0.4958
37071031102,2123,0.9322,0.2704,0.4286,0.3718,0.6504
37071031202,2363,0.8019,0.2173,0.3829,0.961,0.7428
37071031203,1782,0.225,0.0239,0.219,0.5157,0.1303
37071031204,1597,0.2443,0.0765,0.0506,0.2889,0.1246
37071031301,4461,0.5424,0.8482,0.6688,0.167,0.5447
37071031303,1921,0.8845,0.7921,0.5952,0.6509,0.8261
37071031304,2818,0.658,0.6357,0.5072,0.273,0.5553
37071031401,3008,0.6523,0.9841,0.6888,0.8054,0.8716
37071031402,2461,0.4212,0.8576,0.2035,0.1204,0.3777
37071031500,4013,0.9602,0.9209,0.7594,0.9171,0.9701
37071031600,4018,0.6576,0.5464,0.4014,0.4449,0.5712
37071031703,3412,0.767,0.1125,0.6998,0.4377,0.5322
37071031704,4189,0.8197,0.5415,0.4014,0.3457,0.6303
37071031705,2036,0.4455,0.6244,0.372,0.5581,0.5314
37071031706,1277,0.725,0.9193,0.2088,0.4089,0.6845
37071031800,3638,0.8667,0.4498,0.9415,0.4934,0.742
37071031901,538,0.9405,0.1829,0.7156,0.7899,0.7864
37071031902,1916,0.9894,0.6085,0.9539,0.638,0.9
37071032000,2951,0.9129,0.5574,0.8199,0.833,0.8761
37071032100,2907,0.9273,0.8853,0.7889,0.6441,0.8947
37071032201,2490,0.2856,0.4691,0.3089,0.7285,0.4542
37071032202,1848,0.5477,0.6604,0.2477,0.2438,0.45
37071032301,3749,0.2648,0.0363,0.2662,0.4211,0.1561
37071032302,2823,0.6818,0.5471,0.3229,0.9818,0.7822
37071032403,2845,0.3682,0.496,0.0423,0.0231,0.1299
37071032404,3654,0.1345,0.3563,0.0578,0.0901,0.0867
37071032405,3389,0.058,0.1579,0.1903,0.0382,0.0292
37071032406,2477,0.0481,0.036,0.1548,0.4392,0.064
37071032505,4064,0.45,0.596,0.7927,0.3601,0.5261
37071032506,3707,0.5833,0.1886,0.6386,0.4506,0.4659
37071032507,4045,0.0239,0.173,0.466,0.0799,0.0439
37071032508,2740,0.228,0.7228,0.4974,0.1125,0.264
37071032509,2708,0.158,0.4006,0.2557,0.0288,0.0769
37071032510,2453,0.0068,0.0719,0.2353,0.0966,0.0159
37071032600,3852,0.1875,0.5403,0.3897,0.281,0.2614
37071032702,2316,0.3621,0.5911,0.5502,0.6872,0.564
37071032703,2277,0.7667,0.7702,0.5253,0.5191,0.7235
37071032704,3739,0.4462,0.5138,0.6832,0.7535,0.6254
37071032801,2433,0.5045,0.9939,0.6197,0.9417,0.8814
37071032802,3755,0.9235,0.9406,0.6397,0.5509,0.8807
37071032900,4018,0.792,0.7978,0.8199,0.7584,0.8394
37071033100,3006,0.7352,0.9235,0.7277,0.4464,0.7621
37071033202,2285,0.392,0.3775,0.5502,0.1738,0.3045
37071033203,2791,0.9352,0.9262,0.7243,0.6433,0.9042
37071033204,2918,0.986,0.9955,0.6892,0.8008,0.9833
37071033303,3670,0.0625,0.3268,0.307,0.0629,0.0625
37071033306,1422,0.167,0.1136,0.0302,0.2707,0.1064
37071033308,1257,0.2231,0.0651,0.5211,0.0481,0.0674
37071033309,1949,0.1883,0.2772,0.3123,0.0928,0.1163
37071033310,2311,0.5739,0.7391,0.7432,0.4495,0.6466
37071033311,727,0.4292,0.2628,0.1088,0.0579,0.1492
37071033312,4361,0.1511,0.1666,0.3829,0.0186,0.0473
37071033313,2193,0.0689,0.7016,0.3403,0.1609,0.1731
37071033400,3119,0.7356,0.7535,0.3176,0.7209,0.7345
37071033501,2721,0.7133,0.4911,0.3214,0.3635,0.5489
37071033502,2298,0.2667,0.2249,0.0593,0.0405,0.0826
37073970100,3819,0.3284,0.4517,0.4343,0.7247,0.4962
37073970200,3677,0.6742,0.5661,0.6952,0.3991,0.6197
37073970300,3013,0.4561,0.5827,0.5166,0.1874,0.3977
37075920100,2165,0.5568,0.3067,0.0144,0.125,0.247
37075920200,2522,0.6773,0.833,0.0684,0.2378,0.5451
37075920300,3360,0.7394,0.8254,0.4181,0.9735,0.8712
37077970101,4588,0.4917,0.6797,0.466,0.2598,0.4716
37077970102,4035,0.7655,0.4956,0.5687,0.496,0.6549
37077970200,5438,0.7136,0.8573,0.8252,0.794,0.8345
37077970300,3560,0.8239,0.9591,0.6586,0.3741,0.7951
37077970400,3888,0.7951,0.8599,0.872,0.7391,0.8568
37077970500,4397,0.4201,0.7331,0.6915,0.4017,0.5527
37077970601,5084,0.2841,0.217,0.3897,0.3995,0.2739
37077970604,3254,0.7167,0.5097,0.6046,0.1337,0.4792
37077970605,5856,0.1992,0.2488,0.3512,0.1499,0.1458
37077970606,2123,0.0936,0.3169,0.5642,0.2261,0.1587
37077970607,5030,0.4314,0.4286,0.6903,0.3919,0.4557
37077970701,5724,0.2163,0.6168,0.4241,0.4623,0.3758
37077970702,2222,0.942,0.9856,0.7772,0.7471,0.9591
37077970703,4943,0.828,0.4173,0.8187,0.933,0.8318
37077970704,1019,NA,NA,0.7557,NA,NA
37079950101,3659,0.861,0.8921,0.6616,0.8803,0.9102
37079950102,4851,0.6682,0.7747,0.7693,0.9489,0.8466
37079950200,4494,0.9261,0.9201,0.7659,0.674,0.9064
37079950301,4539,0.6943,0.4801,0.7451,0.9784,0.814
37079950302,2864,0.8053,0.9648,0.7523,0.7296,0.8875
37081010100,1719,0.8788,0.9765,0.9086,0.6498,0.9189
37081010200,4470,0.8655,0.6498,0.8304,0.6164,0.8057
37081010300,2753,0.9216,0.9379,0.9215,0.8501,0.9549
37081010401,1446,0.2008,0.0693,0.2372,0.0541,0.0515
37081010403,1386,0.4485,0.7713,0.369,0.6528,0.6159
37081010404,2532,0.0367,0.1079,0.0351,0,0.003
37081010500,2267,0.4295,0.3824,0.3123,0.1541,0.2777
37081010601,2610,0.5451,0.2904,0.3327,0.702,0.5356
37081010602,4320,0.378,0.0027,0.6952,0.9402,0.3318
37081010701,1757,0.3284,0.0511,0.2931,0.763,0.3265
37081010702,6486,0.6708,0.0057,0.7179,0.7762,0.4205
37081010800,3111,0.4508,0.0878,0.5468,0.7652,0.4545
37081010900,2066,0.7295,0.025,0.7881,0.808,0.5598
37081011000,5403,0.8746,0.1393,0.9328,0.9637,0.8239
37081011101,3921,0.9117,0.9724,0.9834,0.9292,0.9795
37081011102,2311,0.7572,0.7948,0.9951,0.4063,0.7466
37081011201,3200,0.9212,0.0606,0.8716,0.9743,0.8163
37081011202,3045,0.9428,0.9977,0.9951,0.9504,0.997
37081011300,3424,0.6981,0.8538,0.9917,0.4434,0.7496
37081011400,5449,0.9682,0.9281,0.9849,0.9845,0.9932
37081011500,2790,0.9417,0.8716,0.8648,0.7573,0.9258
37081011601,3112,0.9697,0.4915,0.8958,0.432,0.8015
37081011602,2657,0.8742,0.7774,0.8761,0.7554,0.8818
37081011904,5358,0.8371,0.7861,0.8829,0.805,0.8795
37081011905,4878,0.9371,0.8489,0.9513,0.6055,0.8973
37081012503,4110,0.1455,0.2052,0.4241,0.2863,0.1674
37081012504,3604,0.7121,0.5324,0.8659,0.6808,0.7295
37081012505,4067,0.0864,0.3722,0.1363,0.0413,0.0553
37081012508,2873,0.3723,0.7236,0.1926,0.1757,0.3402
37081012509,2533,0.1227,0.5653,0.2141,0.1303,0.1477
37081012510,3508,0.0958,0.1242,0.463,0.1848,0.0962
37081012511,4834,0.0265,0.4135,0.2791,0.0386,0.042
37081012604,3953,0.8837,0.9924,0.9366,0.8531,0.9712
37081012607,2808,0.8011,0.7281,0.6707,0.7266,0.7992
37081012608,2718,0.9845,0.8656,0.9532,0.9462,0.9814
37081012610,3117,0.7182,0.5559,0.9434,0.7058,0.7515
37081012611,3948,0.8405,0.4339,0.9502,0.9705,0.8818
37081012612,6071,0.6223,0.964,0.9483,0.8103,0.8697
37081012617,3950,0.575,0.8584,0.9464,0.4718,0.7121
37081012618,4187,0.6405,0.7671,0.9286,0.9353,0.8462
37081012619,3793,0.5951,0.4642,0.8399,0.9375,0.758
37081012620,3685,0.9587,0.9186,0.9418,0.8031,0.9595
37081012621,4705,0.7489,0.8292,0.9052,0.7103,0.8216
37081012703,4685,0.617,0.989,0.6722,0.9239,0.9004
37081012704,4390,0.8962,0.908,0.9615,0.9137,0.9557
37081012705,4570,0.8163,0.9258,0.9928,0.9,0.9307
37081012706,4059,0.9716,0.641,0.9906,0.9754,0.9697
37081012707,2647,0.9795,0.8936,0.9811,0.8856,0.978
37081012803,9339,0.5447,0.6925,0.9434,0.6274,0.7
37081012804,4588,0.675,0.7168,0.9728,0.6721,0.7663
37081012805,3095,0.7455,0.3162,0.9796,0.8099,0.7477
37081013601,3840,0.8489,0.0663,0.6733,0.5097,0.5735
37081013602,3874,0.9591,0.5801,0.7983,0.5203,0.8167
37081013700,3941,0.3303,0.2934,0.4052,0.4415,0.342
37081013800,4519,0.9875,1,0.9739,0.9455,1
37081013900,3880,0.9549,0.8694,0.9823,0.869,0.9598
37081014000,3167,0.9705,0.8001,0.8554,0.9947,0.9852
37081014200,4432,0.9883,0.9409,0.8565,0.7156,0.9617
37081014300,2741,0.9848,0.8531,0.9037,0.9758,0.9864
37081014406,2899,0.8265,0.7622,0.9464,0.3824,0.7617
37081014407,5650,0.1614,0.387,0.5113,0.3086,0.2402
37081014408,2909,0.9898,0.9852,0.9215,0.3745,0.9364
37081014409,2940,0.5284,0.7278,0.4369,0.546,0.6117
37081014410,3640,0.7345,0.4101,0.7092,0.9716,0.8076
37081014411,5745,0.8322,0.3253,0.869,0.7811,0.7697
37081014412,2762,0.7841,0.7777,0.642,0.9428,0.8765
37081014501,1416,0.9201,0.9826,0.8727,0.9599,0.983
37081014502,5312,0.9731,0.7838,0.875,0.7505,0.9288
37081014503,3181,0.9652,0.9523,0.9328,0.7895,0.9678
37081015100,5348,0.436,0.3756,0.5,0.2412,0.3504
37081015201,4769,0.561,0.209,0.3977,0.7315,0.536
37081015202,6210,0.2932,0.3112,0.6801,0.3821,0.3451
37081015301,5339,0.0648,0.0924,0.5457,0.3075,0.1057
37081015302,4302,0.7178,0.4214,0.7443,0.6081,0.6735
37081015401,6841,0.2299,0.0931,0.5918,0.3593,0.2087
37081015402,6825,0.6595,0.9315,0.8116,0.9061,0.8792
37081015500,7364,0.6295,0.6819,0.8361,0.7747,0.7542
37081015601,4991,0.0568,0.1113,0.0423,0.061,0.0239
37081015602,6285,0.0996,0.5418,0.4181,0.195,0.1795
37081015703,5690,0.3485,0.5377,0.489,0.8035,0.5765
37081015704,6298,0.3492,0.3771,0.5087,0.6384,0.4617
37081015705,2440,0.4424,0.4377,0.6182,0.7137,0.5727
37081015706,7602,0.0163,0.0466,0.7194,0.1087,0.036
37081015707,5216,0.0545,0.2976,0.4823,0.2401,0.1254
37081015800,8809,0.1023,0.1583,0.2693,0.1711,0.0883
37081015901,6511,0.0951,0.3022,0.395,0.6789,0.2784
37081015902,4591,0.0674,0.128,0.2957,0.0913,0.0485
37081016003,5140,0.1042,0.3177,0.5468,0.2276,0.1648
37081016005,2089,0.1652,0.4351,0.5502,0.5293,0.3345
37081016006,4484,0.1553,0.3029,0.631,0.7047,0.3693
37081016007,4620,0.4939,0.1526,0.4147,0.5547,0.4201
37081016008,7700,0.0837,0.485,0.469,0.323,0.2083
37081016009,3718,0.0072,0.2117,0.3875,0,0.0064
37081016010,2370,0.5955,0.3135,0.4739,0.7948,0.6273
37081016011,4707,0.539,0.0318,0.781,0.7891,0.4807
37081016101,5162,0.5318,0.5755,0.2791,0.6933,0.5958
37081016102,3890,0.7519,0.3964,0.7508,0.9027,0.7758
37081016103,5553,0.525,0.585,0.6594,0.5085,0.5871
37081016201,6812,0.0955,0.3718,0.3403,0.2026,0.1386
37081016203,5966,0.0943,0.4324,0.6167,0.6115,0.322
37081016204,4669,0.0125,0.5411,0.6212,0.0117,0.0466
37081016205,4343,0.072,0.3836,0.6609,0.4267,0.2367
37081016303,3247,0.1803,0.6804,0.3191,0.2529,0.2807
37081016304,4011,0.1811,0.443,0.315,0.1571,0.1758
37081016305,3708,0.1288,0.3442,0.5434,0.6774,0.339
37081016306,5516,0.4083,0.2166,0.6401,0.4441,0.3939
37081016405,1548,0.5292,0.4423,0.8867,0.5131,0.5848
37081016406,4353,0.2405,0.2874,0.6348,0.4744,0.3367
37081016407,4893,0.2905,0.4029,0.6454,0.3711,0.3606
37081016408,1929,0.0015,0.5131,0.1039,0.1106,0.05
37081016409,2101,0.0295,0.6918,0.173,0.036,0.0633
37081016410,5241,0.2534,0.6766,0.7406,0.6588,0.5489
37081016502,6833,0.347,0.7811,0.5789,0.3404,0.486
37081016503,6219,0.3375,0.114,0.7908,0.3078,0.2883
37081016505,4961,0.2239,0.3521,0.7647,0.5487,0.3955
37081016506,5206,0.1061,0.281,0.7217,0.1886,0.1629
37081016600,2241,0.9136,0.4127,0.5937,0.3071,0.6697
37081016701,6930,0.5538,0.4154,0.9347,0.5748,0.6193
37081016702,3088,0.6515,0.7296,0.3557,0.2473,0.5458
37081016800,9201,0.664,0.9822,0.7398,0.9042,0.9023
37081016900,4916,0.2057,0.4938,0.2115,0.5418,0.3311
37081017000,4684,0.2826,0.504,0.2492,0.521,0.375
37081017101,5468,0.0284,0.0477,0.2594,0.1961,0.0379
37081017102,2197,0.3091,0.2416,0.5672,0.2719,0.2769
37081017200,9256,0.2246,0.4866,0.6023,0.1905,0.2602
37081980100,0,NA,NA,NA,NA,NA
37083930100,3110,0.9489,0.8595,0.9173,0.9814,0.9799
37083930200,4780,0.5057,0.4953,0.523,0.8012,0.6451
37083930300,4490,0.6902,0.5373,0.6571,0.7728,0.7265
37083930400,4009,0.9402,0.9875,0.7406,0.9697,0.9879
37083930501,4012,0.928,0.7141,0.7957,0.6422,0.8587
37083930503,1639,0.6587,0.6399,0.6073,0.1613,0.5117
37083930504,3350,0.9394,0.9447,0.8852,0.7751,0.9451
37083930600,3744,0.5322,0.9587,0.6937,0.2931,0.6576
37083930701,1176,0.783,0.8345,0.8852,0.7194,0.8386
37083930702,2091,0.6466,0.5002,0.6548,0.298,0.5432
37083930800,4997,0.8125,0.6944,0.9475,0.596,0.7966
37083930901,1539,0.8614,0.9334,0.9434,0.9724,0.9674
37083930902,2999,0.9708,0.7058,0.9407,0.919,0.9542
37083931000,3128,0.8193,0.6282,0.8493,0.947,0.8837
37083931101,1182,0.8879,0.3351,0.6507,0.4919,0.6992
37083931102,2526,0.9303,0.3586,0.9547,0.549,0.778
37085070100,4162,0.639,0.8694,0.6073,0.7031,0.7598
37085070200,2845,0.6409,0.822,0.7024,0.6967,0.753
37085070300,4777,0.7307,0.8429,0.6023,0.8368,0.8231
37085070401,3697,0.6098,0.4843,0.3897,0.4593,0.5398
37085070402,7442,0.7886,0.8012,0.6114,0.5449,0.7568
37085070500,5925,0.603,0.9443,0.5264,0.9133,0.8383
37085070600,4902,0.6015,0.8239,0.6998,0.2677,0.6174
37085070700,5518,0.6754,0.6354,0.7458,0.6418,0.7144
37085070801,2394,0.3989,0.6229,0.2693,0.7774,0.5773
37085070802,5356,0.714,0.103,0.364,0.9031,0.636
37085070901,3194,0.6705,0.4017,0.6873,0.816,0.7087
37085070902,2504,0.9314,0.6456,0.4147,0.841,0.8629
37085070903,2844,0.4769,0.3215,0.4777,0.3082,0.3845
37085070904,4362,0.5148,0.7225,0.6212,0.8364,0.725
37085071002,3902,0.6871,0.6206,0.2576,0.12,0.4379
37085071003,3882,0.1102,0.0833,0.1673,0.1443,0.0591
37085071004,1886,0.3792,0.0337,0.3924,0.2423,0.1591
37085071101,3421,0.5633,0.6978,0.3089,0.8342,0.6947
37085071102,5084,0.5379,0.2984,0.514,0.5434,0.4989
37085071201,2552,0.6019,0.9292,0.577,0.4574,0.7004
37085071202,4529,0.8114,0.883,0.761,0.429,0.7773
37085071203,3023,0.533,0.7463,0.8278,0.1469,0.5121
37085071204,8233,0.4731,0.5907,0.6106,0.4351,0.5311
37085071301,3228,0.5231,0.6418,0.5087,0.4218,0.5519
37085071302,7863,0.6348,0.652,0.6952,0.312,0.5905
37085071303,11613,0.2936,0.4741,0.6952,0.0712,0.2269
37085071401,4497,0.3458,0.6142,0.4452,0.8118,0.5943
37085071402,11083,0.6746,0.7153,0.7334,0.1867,0.5754
37087920101,3766,0.5996,0.1605,0.0593,0.2738,0.3061
37087920102,3978,0.3553,0.0564,0.0042,0.2173,0.1288
37087920201,1549,0.7466,0.1503,0.0551,0.3097,0.3894
37087920202,5280,0.1784,0.688,0.1446,0.5812,0.3742
37087920300,3548,0.6261,0.2283,0.2591,0.4112,0.4314
37087920400,2116,0.7019,0.4544,0.0876,0.3472,0.483
37087920501,2305,0.3314,0.1382,0.1884,0.334,0.2223
37087920502,5082,0.342,0.6937,0.2421,0.6089,0.5023
37087920601,2123,0.4758,0.8614,0.0819,0.2261,0.4504
37087920602,2467,0.3777,0.3567,0.0351,0.3101,0.278
37087920701,2393,0.2625,0.71,0.1752,0.5524,0.4326
37087920702,1955,0.2576,0.4074,0.0412,0.4301,0.2716
37087920800,3833,0.3769,0.393,0.0234,0.2855,0.2746
37087920900,1795,0.7659,0.6494,0.2931,0.8145,0.7504
37087921000,2721,0.328,0.4854,0.077,0.6028,0.4102
37087921100,2745,0.733,0.9462,0.0498,0.7864,0.7905
37087921201,1555,0.8875,0.4574,0.0279,0.5721,0.6682
37087921202,4457,0.6735,0.6339,0.085,0.8656,0.7057
37087921301,3911,0.1807,0.195,0.017,0.114,0.0864
37087921302,4573,0.7792,0.7652,0.006,0.7043,0.7186
37087980100,0,NA,NA,NA,NA,NA
37089930100,4508,0.1936,0.5153,0.1356,0.412,0.2705
37089930201,3877,0.778,0.819,0.5752,0.5002,0.7379
37089930202,3062,0.625,0.2041,0.3731,0.5335,0.4811
37089930301,4299,0.6936,0.7043,0.5287,0.4949,0.6655
37089930302,3663,0.936,0.8864,0.3301,0.4612,0.8072
37089930401,2635,0.4686,0.8788,0.307,0.1454,0.4455
37089930402,3452,0.5481,0.7577,0.1405,0.9246,0.7223
37089930501,5120,0.2095,0.482,0.2477,0.9356,0.5087
37089930502,5081,0.3462,0.7721,0.1582,0.1397,0.3174
37089930600,5481,0.108,0.4479,0.2693,0.4233,0.2242
37089930701,3575,0.0765,0.2526,0.2281,0.1371,0.0837
37089930702,4650,0.4447,0.234,0.1054,0.1969,0.236
37089930703,6100,0.4333,0.8307,0.2035,0.2866,0.461
37089930800,5440,0.6186,0.3446,0.3421,0.276,0.4239
37089930900,2835,0.189,0.2662,0.1258,0.2544,0.158
37089931000,5498,0.711,0.7766,0.2421,0.9932,0.8633
37089931100,2166,0.425,0.6823,0.48,0.393,0.4977
37089931200,2340,0.7125,0.8421,0.4003,0.7304,0.7629
37089931300,3947,0.7045,0.6895,0.5631,0.7349,0.7402
37089931401,3927,0.8481,0.8607,0.614,0.922,0.9053
37089931402,2801,0.6739,0.9917,0.4569,0.7569,0.8489
37089931500,4014,0.128,0.131,0.0532,0.22,0.0905
37089931600,4897,0.3216,0.5695,0.0914,0.6039,0.4337
37089931700,3328,0.0682,0.3332,0.122,0.1844,0.0966
37089931801,3901,0.0617,0.2598,0.1477,0.1488,0.0742
37089931802,4300,0.3106,0.1912,0.1167,0.6236,0.317
37089931901,3605,0.2034,0.3423,0.0944,0.0511,0.0871
37089931902,3501,0.3083,0.2851,0.0302,0.2007,0.1852
37089932000,4466,0.4114,0.6876,0.1088,0.3037,0.3992
37089980100,0,NA,NA,NA,NA,NA
37091950101,3492,0.8504,0.1537,0.8508,0.9383,0.7947
37091950102,3139,0.6867,0.8114,0.8595,0.819,0.822
37091950201,2285,0.7144,0.6123,0.8063,0.4487,0.6784
37091950202,1841,0.8841,0.7717,0.8867,0.8107,0.8962
37091950300,3038,0.6833,0.5615,0.75,0.1965,0.5481
37091950401,3239,0.8095,0.8641,0.8218,0.8838,0.8966
37091950402,3752,0.8955,0.7255,0.8867,0.9023,0.9148
37091980000,847,NA,NA,0.9592,NA,NA
37093970104,4721,0.5049,0.8705,0.8584,0.3143,0.6333
37093970105,5625,0.4163,0.716,0.8467,0.7122,0.6708
37093970106,6264,0.4288,0.7952,0.699,0.4991,0.6095
37093970107,7278,0.6731,0.7902,0.852,0.1995,0.628
37093970108,5315,0.3492,0.5229,0.591,0.1568,0.3231
37093970109,3670,0.7436,0.5172,0.7983,0.3192,0.6277
37093970201,4916,0.6561,0.5263,0.7334,0.8152,0.7318
37093970202,3952,0.8273,0.9459,0.815,0.5744,0.8549
37093970300,4574,0.833,0.9125,0.8671,0.8997,0.925
37093970401,3619,0.9223,0.7933,0.8493,0.8258,0.9152
37093970402,2678,0.8811,0.7683,0.9653,0.6111,0.8542
37093980100,0,NA,NA,NA,NA,NA
37095920101,2463,0.9667,0.9561,0.6609,0.2526,0.8481
37095920102,2173,0.6068,0.6039,0.5982,0.471,0.6057
37097060100,6090,0.6061,0.9633,0.4766,0.8936,0.8341
37097060200,2103,0.9621,0.8357,0.9475,0.2639,0.8299
37097060300,2692,0.9723,0.8633,0.9162,0.8732,0.9663
37097060400,4642,0.9019,0.7539,0.761,0.6172,0.8405
37097060500,4420,0.658,0.6941,0.6409,0.872,0.7777
37097060601,5803,0.6489,0.8035,0.7628,0.7876,0.789
37097060602,1915,0.1693,0.7206,0.1884,0.1268,0.203
37097060603,1818,0.9527,0.5926,0.5831,0.797,0.8708
37097060701,3135,0.8428,0.691,0.5642,0.4328,0.722
37097060702,4712,0.4473,0.8512,0.4615,0.2991,0.5284
37097060703,3017,0.1852,0.2586,0.5695,0.6698,0.3511
37097060801,3349,0.2462,0.3313,0.2115,0.5062,0.2981
37097060802,3499,0.5311,0.1806,0.3376,0.0981,0.2299
37097060901,3636,0.6761,0.7482,0.3459,0.4979,0.6511
37097060902,3556,0.3837,0.3942,0.1363,0.1939,0.2515
37097061001,4645,0.1902,0.6835,0.3512,0.7599,0.4833
37097061002,4026,0.411,0.3953,0.1314,0.1151,0.2205
37097061003,3791,0.6591,0.7274,0.2753,0.4953,0.6284
37097061101,3004,0.4837,0.5979,0.2149,0.599,0.5405
37097061102,3438,0.6246,0.1772,0.3376,0.5892,0.4883
37097061103,2905,0.7197,0.6467,0.1427,0.5316,0.625
37097061104,2140,0.7826,0.3328,0.2323,0.259,0.4769
37097061201,4603,0.1545,0.2579,0.4003,0.1367,0.1265
37097061202,5664,0.3227,0.2601,0.4849,0.2836,0.2856
37097061203,5756,0.283,0.5282,0.5434,0.8917,0.5852
37097061204,4396,0.0413,0.1026,0.1276,0.0284,0.0114
37097061205,4050,0.1985,0.5994,0.1405,0.4775,0.3212
37097061301,2372,0.503,0.2847,0.3327,0.3571,0.3833
37097061302,5102,0.3034,0.5369,0.2523,0.301,0.3144
37097061303,5589,0.0731,0.1636,0.1628,0.1905,0.0754
37097061304,5679,0.2769,0.2722,0.4124,0.1696,0.2004
37097061401,5739,0.0057,0.0576,0.0412,0.1227,0.0121
37097061402,6905,0.2083,0.1257,0.2492,0.2249,0.1348
37097061403,4381,0.2629,0.5786,0.469,0.7134,0.4951
37097061404,3193,0.3155,0.1291,0.3622,0.4021,0.2534
37097061405,3620,0.1114,0.0966,0.2983,0.1393,0.067
37097061406,5649,0.0398,0.1802,0.2296,0.1022,0.0462
37097061407,4830,0.0811,0.2105,0.1843,0.6149,0.1917
37097061408,4967,0.0496,0.4176,0.2266,0.1352,0.0894
37097061501,5027,0.2943,0.6782,0.2776,0.4135,0.4061
37097061502,4554,0.1534,0.1738,0.2576,0.6471,0.2481
37097061503,4741,0.1477,0.1522,0.3176,0.4059,0.175
37097061601,3379,0.8894,0.6077,0.713,0.5786,0.7867
37097061603,5324,0.5295,0.5702,0.469,0.4029,0.5205
37097061604,1461,0.1125,0.4601,0.179,0.6566,0.2917
37097061605,2522,0.1432,0.1049,0.3403,0.0591,0.0534
37099940200,5285,0.9083,0.9618,0.8063,0.8459,0.9477
37099950200,2274,0.1913,0.4271,0.0449,0.1019,0.1197
37099950300,6085,0.8807,0.9428,0.1363,0.6524,0.8242
37099950400,4260,0.5216,0.529,0.2296,0.7414,0.5867
37099950500,6165,0.2394,0.1882,0.1258,0.4941,0.239
37099950600,11160,0.8076,0.0791,0.2855,0.9727,0.6981
37099950700,2926,0.5826,0.27,0.2613,0.822,0.5833
37099950800,1768,0.486,0.6255,0.236,0.2302,0.4057
37099950900,2465,0.1129,0.2067,0.1394,0.2651,0.1174
37101040101,3263,0.7064,0.7853,0.5344,0.5763,0.7178
37101040102,2190,0.6606,0.911,0.5695,0.3805,0.6917
37101040103,2175,0.6568,0.861,0.4505,0.2885,0.6246
37101040204,5595,0.3068,0.8027,0.6669,0.6475,0.5985
37101040205,6297,0.2519,0.1374,0.369,0.2067,0.1636
37101040206,4137,0.6303,0.3279,0.2825,0.2204,0.3879
37101040207,11443,0.0405,0.0916,0.3591,0.0708,0.0314
37101040208,5481,0.2295,0.0723,0.5034,0.0254,0.0572
37101040209,6641,0.1833,0.8164,0.375,0.4279,0.4034
37101040210,1862,0.3098,0.0534,0.3455,0.1299,0.1148
37101040301,5054,0.7337,0.9777,0.7908,0.9424,0.9292
37101040303,3725,0.8852,0.9239,0.8803,0.4771,0.861
37101040304,3236,0.3394,0.6747,0.7258,0.3207,0.4621
37101040400,4880,0.6004,0.7107,0.4203,0.4536,0.6023
37101040501,5085,0.8803,0.9947,0.5,0.8675,0.9473
37101040502,2120,0.0163,0.326,0.0279,0.1378,0.0504
37101040600,4001,0.9197,0.9686,0.8063,0.9837,0.9837
37101040700,3754,0.8735,0.8777,0.6639,0.8864,0.9125
37101040800,4103,0.8004,0.7308,0.5865,0.6577,0.7693
37101040903,8548,0.3739,0.4275,0.5381,0.3843,0.408
37101040904,4460,0.7629,0.2291,0.6786,0.6267,0.6458
37101040905,5567,0.5314,0.7323,0.5491,0.9182,0.7519
37101040906,1862,0.6932,0.0905,0.364,0.312,0.3701
37101041001,11537,0.3966,0.7637,0.6998,0.8205,0.6955
37101041003,3840,0.2924,0.2219,0.4909,0.4672,0.3178
37101041004,2170,0.7386,0.9019,0.5544,0.6573,0.7909
37101041005,3437,0.3235,0.368,0.514,0.2329,0.2955
37101041104,5773,0.5917,0.0367,0.6832,0.4616,0.372
37101041105,3478,0.2288,0.2908,0.4838,0.6248,0.3629
37101041106,5028,0.1273,0.0303,0.435,0.0208,0.0174
37101041107,6321,0.0318,0.3745,0.6733,0.354,0.1777
37101041108,4197,0.1231,0.0727,0.48,0.0863,0.0614
37101041109,2608,0.4519,0.2355,0.3255,0.1992,0.2697
37101041110,3281,0.0629,0.5612,0.5725,0.4676,0.2731
37101041111,3682,0.2803,0.7062,0.6458,0.3866,0.4508
37101041112,5376,0.2621,0.2544,0.5937,0.1897,0.2246
37101041113,3151,0.1322,0.0754,0.0223,0.0621,0.0337
37101041203,1553,0.4784,0.6611,0.2477,0.4544,0.5027
